*r,rtscbin,sc_cat,value
p36111,bin1,cap,1000
p36111,bin2,cost,200
p36111,bin2,cap,2000
p36111,bin3,cost,2000
p36111,bin3,cap,20000
p36113,bin1,cost,65
p36113,bin1,cap,1000
p36113,bin2,cost,200
p36113,bin2,cap,2000
p36113,bin3,cost,2000
p36113,bin3,cap,20000
p36115,bin1,cost,65
p36115,bin1,cap,1000
p36115,bin2,cost,200
p36115,bin2,cap,2000
p36115,bin3,cost,2000
p36115,bin3,cap,20000
p36117,bin1,cost,65
p36117,bin1,cap,1000
p36117,bin2,cost,200
p36117,bin2,cap,2000
p36117,bin3,cost,2000
p36117,bin3,cap,20000
p36119,bin1,cost,65
p36119,bin1,cap,1000
p36119,bin2,cost,200
p36119,bin2,cap,2000
p36119,bin3,cost,2000
p36119,bin3,cap,20000
p36121,bin1,cost,65
p36121,bin1,cap,1000
p36121,bin2,cost,200
p36121,bin2,cap,2000
p36121,bin3,cost,2000
p36121,bin3,cap,20000
p36123,bin1,cost,65
p36123,bin1,cap,1000
p36123,bin2,cost,200
p36123,bin2,cap,2000
p36123,bin3,cost,2000
p36123,bin3,cap,20000
p37001,bin1,cost,65
p37001,bin1,cap,1000
p37001,bin2,cost,200
p37001,bin2,cap,2000
p37001,bin3,cost,2000
p37001,bin3,cap,20000
p37003,bin1,cost,65
p37003,bin1,cap,1000
p37003,bin2,cost,200
p37003,bin2,cap,2000
p37003,bin3,cost,2000
p37003,bin3,cap,20000
p37005,bin1,cost,65
p37005,bin1,cap,1000
p37005,bin2,cost,200
p37005,bin2,cap,2000
p37005,bin3,cost,2000
p37005,bin3,cap,20000
p37007,bin1,cost,65
p37007,bin1,cap,1000
p37007,bin2,cost,200
p37007,bin2,cap,2000
p37007,bin3,cost,2000
p37007,bin3,cap,20000
p37009,bin1,cost,65
p37009,bin1,cap,1000
p37009,bin2,cost,200
p37009,bin2,cap,2000
p37009,bin3,cost,2000
p37009,bin3,cap,20000
p37011,bin1,cost,65
p37011,bin1,cap,1000
p37011,bin2,cost,200
p37011,bin2,cap,2000
p37011,bin3,cost,2000
p37011,bin3,cap,20000
p37013,bin1,cost,65
p37013,bin1,cap,1000
p37013,bin2,cost,200
p37013,bin2,cap,2000
p37013,bin3,cost,2000
p37013,bin3,cap,20000
p37015,bin1,cost,65
p37015,bin1,cap,1000
p37015,bin2,cost,200
p37015,bin2,cap,2000
p37015,bin3,cost,2000
p37015,bin3,cap,20000
p37017,bin1,cost,65
p37017,bin1,cap,1000
p37017,bin2,cost,200
p37017,bin2,cap,2000
p37017,bin3,cost,2000
p37017,bin3,cap,20000
p37019,bin1,cost,65
p37019,bin1,cap,1000
p37019,bin2,cost,200
p37019,bin2,cap,2000
p37019,bin3,cost,2000
p37019,bin3,cap,20000
p37021,bin1,cost,65
p37021,bin1,cap,1000
p37021,bin2,cost,200
p37021,bin2,cap,2000
p37021,bin3,cost,2000
p37021,bin3,cap,20000
p37023,bin1,cost,65
p37023,bin1,cap,1000
p37023,bin2,cost,200
p37023,bin2,cap,2000
p37023,bin3,cost,2000
p37023,bin3,cap,20000
p37025,bin1,cost,65
p37025,bin1,cap,1000
p37025,bin2,cost,200
p37025,bin2,cap,2000
p37025,bin3,cost,2000
p37025,bin3,cap,20000
p37027,bin1,cost,65
p37027,bin1,cap,1000
p37027,bin2,cost,200
p37027,bin2,cap,2000
p37027,bin3,cost,2000
p37027,bin3,cap,20000
p37029,bin1,cost,65
p37029,bin1,cap,1000
p37029,bin2,cost,200
p37029,bin2,cap,2000
p37029,bin3,cost,2000
p37029,bin3,cap,20000
p37031,bin1,cost,65
p37031,bin1,cap,1000
p37031,bin2,cost,200
p37031,bin2,cap,2000
p37031,bin3,cost,2000
p37031,bin3,cap,20000
p37033,bin1,cost,65
p37033,bin1,cap,1000
p37033,bin2,cost,200
p37033,bin2,cap,2000
p37033,bin3,cost,2000
p37033,bin3,cap,20000
p37035,bin1,cost,65
p37035,bin1,cap,1000
p37035,bin2,cost,200
p37035,bin2,cap,2000
p37035,bin3,cost,2000
p37035,bin3,cap,20000
p37037,bin1,cost,65
p37037,bin1,cap,1000
p37037,bin2,cost,200
p37037,bin2,cap,2000
p37037,bin3,cost,2000
p37037,bin3,cap,20000
p37039,bin1,cost,65
p37039,bin1,cap,1000
p37039,bin2,cost,200
p37039,bin2,cap,2000
p37039,bin3,cost,2000
p37039,bin3,cap,20000
p37041,bin1,cost,65
p37041,bin1,cap,1000
p37041,bin2,cost,200
p37041,bin2,cap,2000
p37041,bin3,cost,2000
p37041,bin3,cap,20000
p37043,bin1,cost,65
p37043,bin1,cap,1000
p37043,bin2,cost,200
p37043,bin2,cap,2000
p37043,bin3,cost,2000
p37043,bin3,cap,20000
p37045,bin1,cost,65
p37045,bin1,cap,1000
p37045,bin2,cost,200
p37045,bin2,cap,2000
p37045,bin3,cost,2000
p37045,bin3,cap,20000
p37047,bin1,cost,65
p37047,bin1,cap,1000
p37047,bin2,cost,200
p37047,bin2,cap,2000
p37047,bin3,cost,2000
p37047,bin3,cap,20000
p37049,bin1,cost,65
p37049,bin1,cap,1000
p37049,bin2,cost,200
p37049,bin2,cap,2000
p37049,bin3,cost,2000
p37049,bin3,cap,20000
p37051,bin1,cost,65
p37051,bin1,cap,1000
p37051,bin2,cost,200
p37051,bin2,cap,2000
p37051,bin3,cost,2000
p37051,bin3,cap,20000
p37053,bin1,cost,65
p37053,bin1,cap,1000
p37053,bin2,cost,200
p37053,bin2,cap,2000
p37053,bin3,cost,2000
p37053,bin3,cap,20000
p37055,bin1,cost,65
p37055,bin1,cap,1000
p37055,bin2,cost,200
p37055,bin2,cap,2000
p37055,bin3,cost,2000
p37055,bin3,cap,20000
p37057,bin1,cost,65
p37057,bin1,cap,1000
p37057,bin2,cost,200
p37057,bin2,cap,2000
p37057,bin3,cost,2000
p37057,bin3,cap,20000
p37059,bin1,cost,65
p37059,bin1,cap,1000
p37059,bin2,cost,200
p37059,bin2,cap,2000
p37059,bin3,cost,2000
p37059,bin3,cap,20000
p37061,bin1,cost,65
p37061,bin1,cap,1000
p37061,bin2,cost,200
p37061,bin2,cap,2000
p37061,bin3,cost,2000
p37061,bin3,cap,20000
p37063,bin1,cost,65
p37063,bin1,cap,1000
p37063,bin2,cost,200
p37063,bin2,cap,2000
p37063,bin3,cost,2000
p37063,bin3,cap,20000
p37065,bin1,cost,65
p37065,bin1,cap,1000
p37065,bin2,cost,200
p37065,bin2,cap,2000
p37065,bin3,cost,2000
p37065,bin3,cap,20000
p37067,bin1,cost,65
p37067,bin1,cap,1000
p37067,bin2,cost,200
p37067,bin2,cap,2000
p37067,bin3,cost,2000
p37067,bin3,cap,20000
p37069,bin1,cost,65
p37069,bin1,cap,1000
p37069,bin2,cost,200
p37069,bin2,cap,2000
p37069,bin3,cost,2000
p37069,bin3,cap,20000
p37071,bin1,cost,65
p37071,bin1,cap,1000
p37071,bin2,cost,200
p37071,bin2,cap,2000
p37071,bin3,cost,2000
p37071,bin3,cap,20000
p37073,bin1,cost,65
p37073,bin1,cap,1000
p37073,bin2,cost,200
p37073,bin2,cap,2000
p37073,bin3,cost,2000
p37073,bin3,cap,20000
p37075,bin1,cost,65
p37075,bin1,cap,1000
p37075,bin2,cost,200
p37075,bin2,cap,2000
p37075,bin3,cost,2000
p37075,bin3,cap,20000
p37077,bin1,cost,65
p37077,bin1,cap,1000
p37077,bin2,cost,200
p37077,bin2,cap,2000
p37077,bin3,cost,2000
p37077,bin3,cap,20000
p37079,bin1,cost,65
p37079,bin1,cap,1000
p37079,bin2,cost,200
p37079,bin2,cap,2000
p37079,bin3,cost,2000
p37079,bin3,cap,20000
p37081,bin1,cost,65
p37081,bin1,cap,1000
p37081,bin2,cost,200
p37081,bin2,cap,2000
p37081,bin3,cost,2000
p37081,bin3,cap,20000
p37083,bin1,cost,65
p37083,bin1,cap,1000
p37083,bin2,cost,200
p37083,bin2,cap,2000
p37083,bin3,cost,2000
p37083,bin3,cap,20000
p37085,bin1,cost,65
p37085,bin1,cap,1000
p37085,bin2,cost,200
p37085,bin2,cap,2000
p37085,bin3,cost,2000
p37085,bin3,cap,20000
p37087,bin1,cost,65
p37087,bin1,cap,1000
p37087,bin2,cost,200
p37087,bin2,cap,2000
p37087,bin3,cost,2000
p37087,bin3,cap,20000
p37089,bin1,cost,65
p37089,bin1,cap,1000
p37089,bin2,cost,200
p37089,bin2,cap,2000
p37089,bin3,cost,2000
p37089,bin3,cap,20000
p37091,bin1,cost,65
p37091,bin1,cap,1000
p37091,bin2,cost,200
p37091,bin2,cap,2000
p37091,bin3,cost,2000
p37091,bin3,cap,20000
p37093,bin1,cost,65
p37093,bin1,cap,1000
p37093,bin2,cost,200
p37093,bin2,cap,2000
p37093,bin3,cost,2000
p37093,bin3,cap,20000
p37095,bin1,cost,65
p37095,bin1,cap,1000
p37095,bin2,cost,200
p37095,bin2,cap,2000
p37095,bin3,cost,2000
p37095,bin3,cap,20000
p37097,bin1,cost,65
p37097,bin1,cap,1000
p37097,bin2,cost,200
p37097,bin2,cap,2000
p37097,bin3,cost,2000
p37097,bin3,cap,20000
p37099,bin1,cost,65
p37099,bin1,cap,1000
p37099,bin2,cost,200
p37099,bin2,cap,2000
p37099,bin3,cost,2000
p37099,bin3,cap,20000
p37101,bin1,cost,65
p37101,bin1,cap,1000
p37101,bin2,cost,200
p37101,bin2,cap,2000
p37101,bin3,cost,2000
p37101,bin3,cap,20000
p37103,bin1,cost,65
p37103,bin1,cap,1000
p37103,bin2,cost,200
p37103,bin2,cap,2000
p37103,bin3,cost,2000
p37103,bin3,cap,20000
p37105,bin1,cost,65
p37105,bin1,cap,1000
p37105,bin2,cost,200
p37105,bin2,cap,2000
p37105,bin3,cost,2000
p37105,bin3,cap,20000
p37107,bin1,cost,65
p37107,bin1,cap,1000
p37107,bin2,cost,200
p37107,bin2,cap,2000
p37107,bin3,cost,2000
p37107,bin3,cap,20000
p37109,bin1,cost,65
p37109,bin1,cap,1000
p37109,bin2,cost,200
p37109,bin2,cap,2000
p37109,bin3,cost,2000
p37109,bin3,cap,20000
p37111,bin1,cost,65
p37111,bin1,cap,1000
p37111,bin2,cost,200
p37111,bin2,cap,2000
p37111,bin3,cost,2000
p37111,bin3,cap,20000
p37113,bin1,cost,65
p37113,bin1,cap,1000
p37113,bin2,cost,200
p37113,bin2,cap,2000
p37113,bin3,cost,2000
p37113,bin3,cap,20000
p37115,bin1,cost,65
p37115,bin1,cap,1000
p37115,bin2,cost,200
p37115,bin2,cap,2000
p37115,bin3,cost,2000
p37115,bin3,cap,20000
p37117,bin1,cost,65
p37117,bin1,cap,1000
p37117,bin2,cost,200
p37117,bin2,cap,2000
p37117,bin3,cost,2000
p37117,bin3,cap,20000
p37119,bin1,cost,65
p37119,bin1,cap,1000
p37119,bin2,cost,200
p37119,bin2,cap,2000
p37119,bin3,cost,2000
p37119,bin3,cap,20000
p37121,bin1,cost,65
p37121,bin1,cap,1000
p37121,bin2,cost,200
p37121,bin2,cap,2000
p37121,bin3,cost,2000
p37121,bin3,cap,20000
p37123,bin1,cost,65
p37123,bin1,cap,1000
p37123,bin2,cost,200
p37123,bin2,cap,2000
p37123,bin3,cost,2000
p37123,bin3,cap,20000
p37125,bin1,cost,65
p37125,bin1,cap,1000
p37125,bin2,cost,200
p37125,bin2,cap,2000
p37125,bin3,cost,2000
p37125,bin3,cap,20000
p37127,bin1,cost,65
p37127,bin1,cap,1000
p37127,bin2,cost,200
p37127,bin2,cap,2000
p37127,bin3,cost,2000
p37127,bin3,cap,20000
p37129,bin1,cost,65
p37129,bin1,cap,1000
p37129,bin2,cost,200
p37129,bin2,cap,2000
p37129,bin3,cost,2000
p37129,bin3,cap,20000
p37131,bin1,cost,65
p37131,bin1,cap,1000
p37131,bin2,cost,200
p37131,bin2,cap,2000
p37131,bin3,cost,2000
p37131,bin3,cap,20000
p37133,bin1,cost,65
p37133,bin1,cap,1000
p37133,bin2,cost,200
p37133,bin2,cap,2000
p37133,bin3,cost,2000
p37133,bin3,cap,20000
p37135,bin1,cost,65
p37135,bin1,cap,1000
p37135,bin2,cost,200
p37135,bin2,cap,2000
p37135,bin3,cost,2000
p37135,bin3,cap,20000
p37137,bin1,cost,65
p37137,bin1,cap,1000
p37137,bin2,cost,200
p37137,bin2,cap,2000
p37137,bin3,cost,2000
p37137,bin3,cap,20000
p37139,bin1,cost,65
p37139,bin1,cap,1000
p37139,bin2,cost,200
p37139,bin2,cap,2000
p37139,bin3,cost,2000
p37139,bin3,cap,20000
p37141,bin1,cost,65
p37141,bin1,cap,1000
p37141,bin2,cost,200
p37141,bin2,cap,2000
p37141,bin3,cost,2000
p37141,bin3,cap,20000
p37143,bin1,cost,65
p37143,bin1,cap,1000
p37143,bin2,cost,200
p37143,bin2,cap,2000
p37143,bin3,cost,2000
p37143,bin3,cap,20000
p37145,bin1,cost,65
p37145,bin1,cap,1000
p37145,bin2,cost,200
p37145,bin2,cap,2000
p37145,bin3,cost,2000
p37145,bin3,cap,20000
p37147,bin1,cost,65
p37147,bin1,cap,1000
p37147,bin2,cost,200
p37147,bin2,cap,2000
p37147,bin3,cost,2000
p37147,bin3,cap,20000
p37149,bin1,cost,65
p37149,bin1,cap,1000
p37149,bin2,cost,200
p37149,bin2,cap,2000
p37149,bin3,cost,2000
p37149,bin3,cap,20000
p37151,bin1,cost,65
p37151,bin1,cap,1000
p37151,bin2,cost,200
p37151,bin2,cap,2000
p37151,bin3,cost,2000
p37151,bin3,cap,20000
p37153,bin1,cost,65
p37153,bin1,cap,1000
p37153,bin2,cost,200
p37153,bin2,cap,2000
p37153,bin3,cost,2000
p37153,bin3,cap,20000
p37155,bin1,cost,65
p37155,bin1,cap,1000
p37155,bin2,cost,200
p37155,bin2,cap,2000
p37155,bin3,cost,2000
p37155,bin3,cap,20000
p37157,bin1,cost,65
p37157,bin1,cap,1000
p37157,bin2,cost,200
p37157,bin2,cap,2000
p37157,bin3,cost,2000
p37157,bin3,cap,20000
p37159,bin1,cost,65
p37159,bin1,cap,1000
p37159,bin2,cost,200
p37159,bin2,cap,2000
p37159,bin3,cost,2000
p37159,bin3,cap,20000
p37161,bin1,cost,65
p37161,bin1,cap,1000
p37161,bin2,cost,200
p37161,bin2,cap,2000
p37161,bin3,cost,2000
p37161,bin3,cap,20000
p37163,bin1,cost,65
p37163,bin1,cap,1000
p37163,bin2,cost,200
p37163,bin2,cap,2000
p37163,bin3,cost,2000
p37163,bin3,cap,20000
p37165,bin1,cost,65
p37165,bin1,cap,1000
p37165,bin2,cost,200
p37165,bin2,cap,2000
p37165,bin3,cost,2000
p37165,bin3,cap,20000
p37167,bin1,cost,65
p37167,bin1,cap,1000
p37167,bin2,cost,200
p37167,bin2,cap,2000
p37167,bin3,cost,2000
p37167,bin3,cap,20000
p37169,bin1,cost,65
p37169,bin1,cap,1000
p37169,bin2,cost,200
p37169,bin2,cap,2000
p37169,bin3,cost,2000
p37169,bin3,cap,20000
p37171,bin1,cost,65
p37171,bin1,cap,1000
p37171,bin2,cost,200
p37171,bin2,cap,2000
p37171,bin3,cost,2000
p37171,bin3,cap,20000
p37173,bin1,cost,65
p37173,bin1,cap,1000
p37173,bin2,cost,200
p37173,bin2,cap,2000
p37173,bin3,cost,2000
p37173,bin3,cap,20000
p37175,bin1,cost,65
p37175,bin1,cap,1000
p37175,bin2,cost,200
p37175,bin2,cap,2000
p37175,bin3,cost,2000
p37175,bin3,cap,20000
p37177,bin1,cost,65
p37177,bin1,cap,1000
p37177,bin2,cost,200
p37177,bin2,cap,2000
p37177,bin3,cost,2000
p37177,bin3,cap,20000
p37179,bin1,cost,65
p37179,bin1,cap,1000
p37179,bin2,cost,200
p37179,bin2,cap,2000
p37179,bin3,cost,2000
p37179,bin3,cap,20000
p37181,bin1,cost,65
p37181,bin1,cap,1000
p37181,bin2,cost,200
p37181,bin2,cap,2000
p37181,bin3,cost,2000
p37181,bin3,cap,20000
p37183,bin1,cost,65
p37183,bin1,cap,1000
p37183,bin2,cost,200
p37183,bin2,cap,2000
p37183,bin3,cost,2000
p37183,bin3,cap,20000
p37185,bin1,cost,65
p37185,bin1,cap,1000
p37185,bin2,cost,200
p37185,bin2,cap,2000
p37185,bin3,cost,2000
p37185,bin3,cap,20000
p37187,bin1,cost,65
p37187,bin1,cap,1000
p37187,bin2,cost,200
p37187,bin2,cap,2000
p37187,bin3,cost,2000
p37187,bin3,cap,20000
p37189,bin1,cost,65
p37189,bin1,cap,1000
p37189,bin2,cost,200
p37189,bin2,cap,2000
p37189,bin3,cost,2000
p37189,bin3,cap,20000
p37191,bin1,cost,65
p37191,bin1,cap,1000
p37191,bin2,cost,200
p37191,bin2,cap,2000
p37191,bin3,cost,2000
p37191,bin3,cap,20000
p37193,bin1,cost,65
p37193,bin1,cap,1000
p37193,bin2,cost,200
p37193,bin2,cap,2000
p37193,bin3,cost,2000
p37193,bin3,cap,20000
p37195,bin1,cost,65
p37195,bin1,cap,1000
p37195,bin2,cost,200
p37195,bin2,cap,2000
p37195,bin3,cost,2000
p37195,bin3,cap,20000
p37197,bin1,cost,65
p37197,bin1,cap,1000
p37197,bin2,cost,200
p37197,bin2,cap,2000
p37197,bin3,cost,2000
p37197,bin3,cap,20000
p37199,bin1,cost,65
p37199,bin1,cap,1000
p37199,bin2,cost,200
p37199,bin2,cap,2000
p37199,bin3,cost,2000
p37199,bin3,cap,20000
p39001,bin1,cost,65
p39001,bin1,cap,1000
p39001,bin2,cost,200
p39001,bin2,cap,2000
p39001,bin3,cost,2000
p39001,bin3,cap,20000
p39003,bin1,cost,65
p39003,bin1,cap,1000
p39003,bin2,cost,200
p39003,bin2,cap,2000
p39003,bin3,cost,2000
p39003,bin3,cap,20000
p39005,bin1,cost,65
p39005,bin1,cap,1000
p39005,bin2,cost,200
p39005,bin2,cap,2000
p39005,bin3,cost,2000
p39005,bin3,cap,20000
p39007,bin1,cost,65
p39007,bin1,cap,1000
p39007,bin2,cost,200
p39007,bin2,cap,2000
p39007,bin3,cost,2000
p39007,bin3,cap,20000
p39009,bin1,cost,65
p39009,bin1,cap,1000
p39009,bin2,cost,200
p39009,bin2,cap,2000
p39009,bin3,cost,2000
p39009,bin3,cap,20000
p39011,bin1,cost,65
p39011,bin1,cap,1000
p39011,bin2,cost,200
p39011,bin2,cap,2000
p39011,bin3,cost,2000
p39011,bin3,cap,20000
p39013,bin1,cost,65
p39013,bin1,cap,1000
p39013,bin2,cost,200
p39013,bin2,cap,2000
p39013,bin3,cost,2000
p39013,bin3,cap,20000
p39015,bin1,cost,65
p39015,bin1,cap,1000
p39015,bin2,cost,200
p39015,bin2,cap,2000
p39015,bin3,cost,2000
p39015,bin3,cap,20000
p39017,bin1,cost,65
p39017,bin1,cap,1000
p39017,bin2,cost,200
p39017,bin2,cap,2000
p39017,bin3,cost,2000
p39017,bin3,cap,20000
p39019,bin1,cost,65
p39019,bin1,cap,1000
p39019,bin2,cost,200
p39019,bin2,cap,2000
p39019,bin3,cost,2000
p39019,bin3,cap,20000
p39021,bin1,cost,65
p39021,bin1,cap,1000
p39021,bin2,cost,200
p39021,bin2,cap,2000
p39021,bin3,cost,2000
p39021,bin3,cap,20000
p39023,bin1,cost,65
p39023,bin1,cap,1000
p39023,bin2,cost,200
p39023,bin2,cap,2000
p39023,bin3,cost,2000
p39023,bin3,cap,20000
p39025,bin1,cost,65
p39025,bin1,cap,1000
p39025,bin2,cost,200
p39025,bin2,cap,2000
p39025,bin3,cost,2000
p39025,bin3,cap,20000
p39027,bin1,cost,65
p39027,bin1,cap,1000
p39027,bin2,cost,200
p39027,bin2,cap,2000
p39027,bin3,cost,2000
p39027,bin3,cap,20000
p39029,bin1,cost,65
p39029,bin1,cap,1000
p39029,bin2,cost,200
p39029,bin2,cap,2000
p39029,bin3,cost,2000
p39029,bin3,cap,20000
p39031,bin1,cost,65
p39031,bin1,cap,1000
p39031,bin2,cost,200
p39031,bin2,cap,2000
p39031,bin3,cost,2000
p39031,bin3,cap,20000
p39033,bin1,cost,65
p39033,bin1,cap,1000
p39033,bin2,cost,200
p39033,bin2,cap,2000
p39033,bin3,cost,2000
p39033,bin3,cap,20000
p39035,bin1,cost,65
p39035,bin1,cap,1000
p39035,bin2,cost,200
p39035,bin2,cap,2000
p39035,bin3,cost,2000
p39035,bin3,cap,20000
p39037,bin1,cost,65
p39037,bin1,cap,1000
p39037,bin2,cost,200
p39037,bin2,cap,2000
p39037,bin3,cost,2000
p39037,bin3,cap,20000
p39039,bin1,cost,65
p39039,bin1,cap,1000
p39039,bin2,cost,200
p39039,bin2,cap,2000
p39039,bin3,cost,2000
p39039,bin3,cap,20000
p39041,bin1,cost,65
p39041,bin1,cap,1000
p39041,bin2,cost,200
p39041,bin2,cap,2000
p39041,bin3,cost,2000
p39041,bin3,cap,20000
p39043,bin1,cost,65
p39043,bin1,cap,1000
p39043,bin2,cost,200
p39043,bin2,cap,2000
p39043,bin3,cost,2000
p39043,bin3,cap,20000
p39045,bin1,cost,65
p39045,bin1,cap,1000
p39045,bin2,cost,200
p39045,bin2,cap,2000
p39045,bin3,cost,2000
p39045,bin3,cap,20000
p39047,bin1,cost,65
p39047,bin1,cap,1000
p39047,bin2,cost,200
p39047,bin2,cap,2000
p39047,bin3,cost,2000
p39047,bin3,cap,20000
p39049,bin1,cost,65
p39049,bin1,cap,1000
p39049,bin2,cost,200
p39049,bin2,cap,2000
p39049,bin3,cost,2000
p39049,bin3,cap,20000
p39051,bin1,cost,65
p39051,bin1,cap,1000
p39051,bin2,cost,200
p39051,bin2,cap,2000
p39051,bin3,cost,2000
p39051,bin3,cap,20000
p39053,bin1,cost,65
p39053,bin1,cap,1000
p39053,bin2,cost,200
p39053,bin2,cap,2000
p39053,bin3,cost,2000
p39053,bin3,cap,20000
p39055,bin1,cost,65
p39055,bin1,cap,1000
p39055,bin2,cost,200
p39055,bin2,cap,2000
p39055,bin3,cost,2000
p39055,bin3,cap,20000
p39057,bin1,cost,65
p39057,bin1,cap,1000
p39057,bin2,cost,200
p39057,bin2,cap,2000
p39057,bin3,cost,2000
p39057,bin3,cap,20000
p39059,bin1,cost,65
p39059,bin1,cap,1000
p39059,bin2,cost,200
p39059,bin2,cap,2000
p39059,bin3,cost,2000
p39059,bin3,cap,20000
p39061,bin1,cost,65
p39061,bin1,cap,1000
p39061,bin2,cost,200
p39061,bin2,cap,2000
p39061,bin3,cost,2000
p39061,bin3,cap,20000
p39063,bin1,cost,65
p39063,bin1,cap,1000
p39063,bin2,cost,200
p39063,bin2,cap,2000
p39063,bin3,cost,2000
p39063,bin3,cap,20000
p39065,bin1,cost,65
p39065,bin1,cap,1000
p39065,bin2,cost,200
p39065,bin2,cap,2000
p39065,bin3,cost,2000
p39065,bin3,cap,20000
p39067,bin1,cost,65
p39067,bin1,cap,1000
p39067,bin2,cost,200
p39067,bin2,cap,2000
p39067,bin3,cost,2000
p39067,bin3,cap,20000
p39069,bin1,cost,65
p39069,bin1,cap,1000
p39069,bin2,cost,200
p39069,bin2,cap,2000
p39069,bin3,cost,2000
p39069,bin3,cap,20000
p39071,bin1,cost,65
p39071,bin1,cap,1000
p39071,bin2,cost,200
p39071,bin2,cap,2000
p39071,bin3,cost,2000
p39071,bin3,cap,20000
p39073,bin1,cost,65
p39073,bin1,cap,1000
p39073,bin2,cost,200
p39073,bin2,cap,2000
p39073,bin3,cost,2000
p39073,bin3,cap,20000
p39075,bin1,cost,65
p39075,bin1,cap,1000
p39075,bin2,cost,200
p39075,bin2,cap,2000
p39075,bin3,cost,2000
p39075,bin3,cap,20000
p39077,bin1,cost,65
p39077,bin1,cap,1000
p39077,bin2,cost,200
p39077,bin2,cap,2000
p39077,bin3,cost,2000
p39077,bin3,cap,20000
p39079,bin1,cost,65
p39079,bin1,cap,1000
p39079,bin2,cost,200
p39079,bin2,cap,2000
p39079,bin3,cost,2000
p39079,bin3,cap,20000
p39081,bin1,cost,65
p39081,bin1,cap,1000
p39081,bin2,cost,200
p39081,bin2,cap,2000
p39081,bin3,cost,2000
p39081,bin3,cap,20000
p39083,bin1,cost,65
p39083,bin1,cap,1000
p39083,bin2,cost,200
p39083,bin2,cap,2000
p39083,bin3,cost,2000
p39083,bin3,cap,20000
p39085,bin1,cost,65
p39085,bin1,cap,1000
p39085,bin2,cost,200
p39085,bin2,cap,2000
p39085,bin3,cost,2000
p39085,bin3,cap,20000
p39087,bin1,cost,65
p39087,bin1,cap,1000
p39087,bin2,cost,200
p39087,bin2,cap,2000
p39087,bin3,cost,2000
p39087,bin3,cap,20000
p39089,bin1,cost,65
p39089,bin1,cap,1000
p39089,bin2,cost,200
p39089,bin2,cap,2000
p39089,bin3,cost,2000
p39089,bin3,cap,20000
p39091,bin1,cost,65
p39091,bin1,cap,1000
p39091,bin2,cost,200
p39091,bin2,cap,2000
p39091,bin3,cost,2000
p39091,bin3,cap,20000
p39093,bin1,cost,65
p39093,bin1,cap,1000
p39093,bin2,cost,200
p39093,bin2,cap,2000
p39093,bin3,cost,2000
p39093,bin3,cap,20000
p39095,bin1,cost,65
p39095,bin1,cap,1000
p39095,bin2,cost,200
p39095,bin2,cap,2000
p39095,bin3,cost,2000
p39095,bin3,cap,20000
p39097,bin1,cost,65
p39097,bin1,cap,1000
p39097,bin2,cost,200
p39097,bin2,cap,2000
p39097,bin3,cost,2000
p39097,bin3,cap,20000
p39099,bin1,cost,65
p39099,bin1,cap,1000
p39099,bin2,cost,200
p39099,bin2,cap,2000
p39099,bin3,cost,2000
p39099,bin3,cap,20000
p39101,bin1,cost,65
p39101,bin1,cap,1000
p39101,bin2,cost,200
p39101,bin2,cap,2000
p39101,bin3,cost,2000
p39101,bin3,cap,20000
p39103,bin1,cost,65
p39103,bin1,cap,1000
p39103,bin2,cost,200
p39103,bin2,cap,2000
p39103,bin3,cost,2000
p39103,bin3,cap,20000
p39105,bin1,cost,65
p39105,bin1,cap,1000
p39105,bin2,cost,200
p39105,bin2,cap,2000
p39105,bin3,cost,2000
p39105,bin3,cap,20000
p39107,bin1,cost,65
p39107,bin1,cap,1000
p39107,bin2,cost,200
p39107,bin2,cap,2000
p39107,bin3,cost,2000
p39107,bin3,cap,20000
p39109,bin1,cost,65
p39109,bin1,cap,1000
p39109,bin2,cost,200
p39109,bin2,cap,2000
p39109,bin3,cost,2000
p39109,bin3,cap,20000
p39111,bin1,cost,65
p39111,bin1,cap,1000
p39111,bin2,cost,200
p39111,bin2,cap,2000
p39111,bin3,cost,2000
p39111,bin3,cap,20000
p39113,bin1,cost,65
p39113,bin1,cap,1000
p39113,bin2,cost,200
p39113,bin2,cap,2000
p39113,bin3,cost,2000
p39113,bin3,cap,20000
p39115,bin1,cost,65
p39115,bin1,cap,1000
p39115,bin2,cost,200
p39115,bin2,cap,2000
p39115,bin3,cost,2000
p39115,bin3,cap,20000
p39117,bin1,cost,65
p39117,bin1,cap,1000
p39117,bin2,cost,200
p39117,bin2,cap,2000
p39117,bin3,cost,2000
p39117,bin3,cap,20000
p39119,bin1,cost,65
p39119,bin1,cap,1000
p39119,bin2,cost,200
p39119,bin2,cap,2000
p39119,bin3,cost,2000
p39119,bin3,cap,20000
p39121,bin1,cost,65
p39121,bin1,cap,1000
p39121,bin2,cost,200
p39121,bin2,cap,2000
p39121,bin3,cost,2000
p39121,bin3,cap,20000
p39123,bin1,cost,65
p39123,bin1,cap,1000
p39123,bin2,cost,200
p39123,bin2,cap,2000
p39123,bin3,cost,2000
p39123,bin3,cap,20000
p39125,bin1,cost,65
p39125,bin1,cap,1000
p39125,bin2,cost,200
p39125,bin2,cap,2000
p39125,bin3,cost,2000
p39125,bin3,cap,20000
p39127,bin1,cost,65
p39127,bin1,cap,1000
p39127,bin2,cost,200
p39127,bin2,cap,2000
